Building_Name,Carpet_Area,BHK,Floor_Number,Location,Furnished,Type,Bathrooms,Parking,Lift,Railway_Station-KM,Price,Available_for_Rent,Rented_Price
Golden Enclave 125,877,3.0,12,Worli,Unfurnished,3BHK,1,No,Yes,1,823785,Yes,32068
Elite Tower 4,3448,4.0,17,Kurla West,Unfurnished,4BHK,1,Yes,No,4,3927033,Yes,35425
Sai Chawl,2479,1.0,3,Kharghar,Unfurnished,1BHK,2,No,Yes,4,2752870,Yes,30926
Oceanic Enclave 318,3243,1.0,8,Ghansoli,Semi-Furnished,1BHK,3,No,Yes,1,2820531,Yes,16656
Sai Chawl,1349,2.0,6,Andheri West,Furnished,2BHK,3,Yes,No,0,3031573,Yes,37115
Palm Estate 409,2059,3.0,8,Ghansoli,Furnished,3BHK,2,Yes,No,4,4722106,Yes,10184
Sai Chawl,2003,2.0,6,Chembur,Unfurnished,2BHK,4,No,Yes,3,1288301,No,0
Orchid Estate 376,3003,1.0,20,Borivali East,Furnished,1BHK,2,No,Yes,1,3576786,No,0
Sai Chawl,762,3.0,23,Kurla West,Furnished,3BHK,3,No,Yes,1,3534278,No,0
Crystal Grandeur 459,1805,1.0,4,Lower Parel,Unfurnished,1BHK,2,Yes,Yes,1,781504,No,0
Green Park 137,1222,3.0,8,Nerul,Unfurnished,3BHK,2,No,Yes,3,1873731,No,0
Sai Chawl,1401,4.0,19,Mulund East,Furnished,4BHK,1,No,Yes,4,3177570,No,0
Sai Chawl,2168,1.0,23,Bandra West,Furnished,1BHK,1,Yes,No,0,2546026,No,0
Sai Chawl,3342,4.0,19,Vile Parle West,Unfurnished,4BHK,4,No,No,2,1145725,Yes,26488
Sai Chawl,3289,2.0,10,Airoli,Semi-Furnished,2BHK,3,No,Yes,3,4359400,Yes,26509
Sai Chawl,536,3.0,17,Sion,Furnished,3BHK,3,No,Yes,2,572476,Yes,12414
Sai Park 259,2412,4.0,2,Dadar East,Semi-Furnished,4BHK,3,No,Yes,3,1383550,Yes,32446
Sunrise View 10,2150,4.0,13,Andheri East,Unfurnished,4BHK,1,Yes,No,1,2772103,Yes,10773
Metro Tower 300,2056,1.0,13,Airoli,Unfurnished,1BHK,1,No,No,3,2177863,No,0
Royal Villa 55,2252,1.0,10,Kandivali East,Furnished,1BHK,3,No,Yes,0,1237047,No,0
Sai Chawl,3318,3.0,7,Seawoods,Unfurnished,3BHK,4,Yes,No,2,4076965,Yes,11009
Royal Park 348,1523,3.0,22,Lower Parel,Semi-Furnished,3BHK,2,No,No,3,4122589,No,0
Galaxy Plaza 340,2704,4.0,9,Goregaon East,Unfurnished,4BHK,2,No,No,2,4546611,Yes,9197
Sai Chawl,3490,2.0,8,Kandivali West,Unfurnished,2BHK,4,No,No,0,1299938,No,0
Harmony Park 416,2792,3.0,2,Lower Parel,Furnished,3BHK,1,No,Yes,1,4536502,Yes,23225
Metro Residency 285,1537,1.0,6,Mulund West,Furnished,1BHK,4,Yes,Yes,2,2262743,No,0
Sai Chawl,3229,4.0,14,Santacruz East,Unfurnished,4BHK,4,Yes,Yes,1,1538382,No,0
Palm Grandeur 181,2619,1.0,16,Ghatkopar East,Unfurnished,1BHK,1,No,Yes,3,2011815,Yes,8900
Golden Grandeur 498,2492,2.0,12,Andheri East,Unfurnished,2BHK,3,No,No,0,959644,No,0
Sapphire Enclave 14,2280,3.0,4,Sion,Furnished,3BHK,3,No,Yes,1,1096823,Yes,26366
Lakeview Apartments 146,885,1.0,3,Juhu,Unfurnished,1BHK,1,Yes,No,1,1593415,Yes,32954
Oceanic Palace 183,2034,2.0,8,Bandra East,Semi-Furnished,2BHK,2,Yes,No,1,3329969,Yes,8075
Orchid View 364,2030,2.0,9,Bandra East,Unfurnished,2BHK,4,Yes,No,3,1963954,No,0
Green Grandeur 38,2005,1.0,19,Dadar East,Semi-Furnished,1BHK,2,No,No,3,3635166,Yes,29091
Sai Chawl,1131,2.0,21,Sion,Furnished,2BHK,2,No,Yes,4,641343,No,0
Sai Chawl,2359,3.0,10,Santacruz East,Unfurnished,3BHK,4,No,Yes,4,3535880,No,0
Oceanic Arcade 36,3132,2.0,1,Andheri West,Unfurnished,2BHK,1,Yes,No,2,3985699,No,0
Sai Chawl,1280,4.0,6,Chembur,Unfurnished,4BHK,2,Yes,No,2,2340926,Yes,39166
Sai Chawl,2149,4.0,8,Dadar West,Semi-Furnished,4BHK,3,No,No,3,805155,No,0
Shanti Villa 19,1273,3.0,19,Chembur,Semi-Furnished,3BHK,2,No,No,2,3777039,Yes,27542
Sapphire Enclave 176,1795,4.0,6,Kurla East,Semi-Furnished,4BHK,1,Yes,Yes,4,2859640,No,0
Royal Tower 223,1717,3.0,15,Chembur,Furnished,3BHK,1,Yes,Yes,4,4391273,No,0
Sai Chawl,2818,1.0,5,Dadar West,Semi-Furnished,1BHK,2,Yes,No,1,2078229,No,0
Royal Heights 106,492,4.0,15,Andheri East,Furnished,4BHK,2,Yes,No,1,1949515,No,0
Sunrise Palace 237,725,3.0,6,Ghatkopar West,Furnished,3BHK,3,Yes,No,4,568972,No,0
Shanti Arcade 37,916,2.0,3,Airoli,Furnished,2BHK,2,Yes,No,2,1530932,No,0
Skyline Plaza 280,1962,3.0,10,Bandra West,Semi-Furnished,3BHK,4,No,No,1,1584404,No,0
Golden Apartments 478,1626,3.0,18,Malad East,Semi-Furnished,3BHK,1,Yes,No,3,3626434,Yes,27456
Golden Palace 163,1485,2.0,6,Ghatkopar East,Semi-Furnished,2BHK,1,Yes,No,0,1655194,Yes,30459
Sai Chawl,1760,1.0,24,Belapur,Semi-Furnished,1BHK,1,Yes,No,3,4436044,Yes,37574
Lakeview Grandeur 358,1073,2.0,14,Bandra West,Semi-Furnished,2BHK,4,Yes,No,4,3446092,No,0
Metro Plaza 234,510,1.0,9,Vile Parle East,Semi-Furnished,1BHK,2,No,No,3,1206835,Yes,29777
Crystal Heights 428,741,3.0,20,Kharghar,Furnished,3BHK,2,Yes,Yes,3,2790058,Yes,29354
Orchid Tower 76,813,4.0,12,Bandra East,Unfurnished,4BHK,2,No,No,4,2650354,No,0
Lakeview Villa 392,2736,2.0,6,Kandivali West,Semi-Furnished,2BHK,2,No,No,1,2459040,No,0
Sai Chawl,1816,3.0,13,Vashi,Semi-Furnished,3BHK,4,Yes,Yes,0,2222173,No,0
Green Plaza 390,2211,2.0,2,Lower Parel,Furnished,2BHK,3,Yes,Yes,2,3611400,No,0
Urban Park 293,3117,3.0,21,Ghansoli,Furnished,3BHK,1,No,No,3,2863396,Yes,18472
Sapphire Homes 441,1568,2.0,7,Belapur,Semi-Furnished,2BHK,4,No,No,0,3499196,Yes,27596
Palm Heights 450,431,4.0,4,Malad East,Furnished,4BHK,3,Yes,Yes,4,3276664,No,0
Sai Chawl,2333,2.0,3,Mulund West,Semi-Furnished,2BHK,4,Yes,No,1,2901967,No,0
Orchid Residency 492,2934,3.0,20,Malad West,Unfurnished,3BHK,3,No,No,4,3450156,No,0
Metro Apartments 53,1016,1.0,3,Borivali West,Semi-Furnished,1BHK,2,No,No,0,2013984,Yes,8492
Sai Chawl,1893,3.0,11,Santacruz East,Furnished,3BHK,4,Yes,No,1,3890123,No,0
Sai Chawl,3114,2.0,18,Bandra East,Unfurnished,2BHK,3,No,Yes,1,4676764,Yes,36120
Sai Chawl,955,2.0,19,Santacruz East,Semi-Furnished,2BHK,2,Yes,Yes,4,2178026,Yes,39769
Skyline Plaza 280,3379,2.0,2,Mulund West,Unfurnished,2BHK,4,Yes,No,4,2042938,No,0
Skyline Residency 417,1541,2.0,8,Juhu,Unfurnished,2BHK,3,Yes,Yes,1,1248819,No,0
Sai Chawl,485,2.0,16,Ghatkopar East,Furnished,2BHK,1,Yes,No,3,4291008,No,0
Sai Chawl,3320,3.0,16,Goregaon East,Furnished,3BHK,3,Yes,No,2,1994360,No,0
Galaxy Villa 388,2726,2.0,13,Kharghar,Semi-Furnished,2BHK,4,Yes,Yes,1,1802537,No,0
Sai Chawl,2114,4.0,13,Andheri East,Furnished,4BHK,3,Yes,Yes,2,4143511,No,0
Royal View 242,1529,3.0,12,Vile Parle West,Semi-Furnished,3BHK,4,Yes,Yes,2,695959,No,0
Shanti Homes 473,1417,2.0,17,Vile Parle West,Semi-Furnished,2BHK,3,Yes,Yes,4,1509271,No,0
Sai Chawl,2067,3.0,6,Bandra East,Semi-Furnished,3BHK,3,Yes,No,3,4868056,No,0
Sai Chawl,3013,3.0,4,Borivali East,Semi-Furnished,3BHK,1,Yes,Yes,4,2316072,No,0
Urban Enclave 127,1572,4.0,23,Worli,Furnished,4BHK,3,Yes,No,4,2259066,No,0
Sai Chawl,3409,1.0,7,Santacruz West,Unfurnished,1BHK,2,Yes,No,2,3079859,No,0
Urban Heights 421,1418,4.0,17,Bandra East,Semi-Furnished,4BHK,2,Yes,Yes,4,1709879,Yes,19666
Galaxy Arcade 79,1854,1.0,1,Powai,Furnished,1BHK,3,No,Yes,4,3355648,No,0
Sunrise Villa 363,1213,1.0,9,Ghatkopar East,Semi-Furnished,1BHK,3,No,No,4,1594054,Yes,29337
Skyline Grandeur 490,2144,4.0,10,Ghatkopar West,Semi-Furnished,4BHK,2,Yes,Yes,2,756874,Yes,24036
Silver Arcade 362,1282,3.0,24,Airoli,Furnished,3BHK,2,No,No,3,2957848,Yes,26569
Palm Heights 405,2675,1.0,16,Ghansoli,Unfurnished,1BHK,4,No,Yes,4,2720806,Yes,28454
Metro Residency 96,2879,1.0,23,Kandivali East,Unfurnished,1BHK,1,No,No,3,3902046,Yes,34423
Royal Plaza 404,2281,1.0,3,Mulund West,Unfurnished,1BHK,3,Yes,Yes,0,1686515,Yes,16146
Galaxy Enclave 15,598,3.0,1,Andheri West,Furnished,3BHK,4,Yes,Yes,2,4020268,Yes,32781
Crystal Homes 217,2332,3.0,6,Kurla East,Furnished,3BHK,1,No,No,2,1232172,No,0
Orchid Enclave 211,2674,2.0,5,Dadar West,Semi-Furnished,2BHK,2,No,Yes,2,1566844,Yes,14302
Oceanic Arcade 355,1088,4.0,15,Goregaon East,Furnished,4BHK,1,No,Yes,3,2231531,Yes,9517
Sai Chawl,888,4.0,11,Dadar East,Semi-Furnished,4BHK,4,Yes,No,3,4564875,Yes,30820
Sai Chawl,484,3.0,18,Andheri West,Semi-Furnished,3BHK,1,No,No,4,1252106,No,0
Sunrise Palace 237,2687,3.0,2,Panvel,Semi-Furnished,3BHK,1,No,Yes,0,3104211,Yes,32659
Sai Chawl,2537,4.0,19,Chembur,Unfurnished,4BHK,2,No,No,1,3220136,Yes,34711
Emerald Apartments 60,1102,4.0,13,Kurla East,Semi-Furnished,4BHK,1,Yes,No,1,2143633,No,0
Sai Chawl,2562,2.0,17,Kandivali East,Furnished,2BHK,2,No,No,3,957999,Yes,29419
Silver Villa 311,2952,4.0,18,Santacruz East,Furnished,4BHK,1,No,No,2,4287020,Yes,24468
Sai Chawl,2924,1.0,6,Goregaon West,Unfurnished,1BHK,4,No,Yes,4,1472648,Yes,10893
Crystal Grandeur 459,1798,4.0,4,Belapur,Furnished,4BHK,3,Yes,No,1,4689950,Yes,24623
Sai Chawl,524,3.0,3,Nerul,Unfurnished,3BHK,3,Yes,No,2,1019384,No,0
Sai Chawl,890,2.0,10,Airoli,Unfurnished,2BHK,4,No,Yes,2,2653280,Yes,8428
Elite View 264,775,2.0,3,Dadar West,Semi-Furnished,2BHK,4,Yes,Yes,1,1331707,Yes,17771
Metro Residency 334,820,4.0,17,Mulund East,Furnished,4BHK,2,No,Yes,1,2171688,No,0
Sai Chawl,1579,4.0,15,Borivali West,Semi-Furnished,4BHK,1,No,No,3,4548881,Yes,31534
Elite Villa 241,430,1.0,18,Chembur,Unfurnished,1BHK,2,Yes,No,0,3652395,Yes,20135
Harmony View 435,2853,1.0,9,Kandivali East,Furnished,1BHK,1,No,No,1,3011103,No,0
Green Homes 185,3404,2.0,19,Kurla West,Semi-Furnished,2BHK,1,No,Yes,4,1221576,No,0
Urban Enclave 127,1016,4.0,8,Dadar West,Furnished,4BHK,2,Yes,No,4,1060881,Yes,20068
Sai Chawl,2465,2.0,10,Borivali West,Semi-Furnished,2BHK,2,No,Yes,1,2774568,No,0
Sai Chawl,641,2.0,24,Santacruz West,Semi-Furnished,2BHK,3,Yes,No,1,3852914,Yes,33868
Golden Apartments 27,3021,4.0,4,Bandra East,Unfurnished,4BHK,1,No,Yes,2,867674,Yes,29368
Metro Estate 177,1408,1.0,15,Kandivali East,Unfurnished,1BHK,2,No,No,3,4408530,Yes,27802
Golden Grandeur 498,3418,2.0,4,Kharghar,Furnished,2BHK,4,No,Yes,4,605402,Yes,33164
Green Enclave 407,1219,3.0,8,Borivali East,Semi-Furnished,3BHK,2,Yes,No,3,2853530,Yes,14213
Sai Chawl,526,3.0,10,Andheri East,Semi-Furnished,3BHK,3,Yes,Yes,1,2551759,Yes,17914
Silver Arcade 67,3482,1.0,9,Vashi,Furnished,1BHK,2,Yes,No,2,1383150,No,0
Sai Chawl,3256,2.0,1,Bandra West,Unfurnished,2BHK,3,Yes,No,3,2974393,No,0
Sai Chawl,1080,3.0,15,Nerul,Unfurnished,3BHK,2,Yes,No,0,4679638,No,0
Sai Chawl,2478,1.0,11,Mulund West,Semi-Furnished,1BHK,2,Yes,No,2,2153987,No,0
Palm Apartments 187,2397,1.0,14,Mulund West,Furnished,1BHK,2,Yes,Yes,2,4814513,No,0
Sai Park 160,2179,2.0,24,Airoli,Semi-Furnished,2BHK,3,No,Yes,2,1679091,Yes,22502
Metro Estate 177,2776,3.0,7,Kurla East,Semi-Furnished,3BHK,1,No,No,4,4799225,Yes,21339
Sai Chawl,2888,3.0,16,Ghansoli,Semi-Furnished,3BHK,1,Yes,No,1,3503500,No,0
Sai Chawl,683,3.0,21,Dadar East,Unfurnished,3BHK,4,No,Yes,1,3381067,Yes,18390
Orchid Plaza 494,2135,3.0,7,Goregaon West,Unfurnished,3BHK,1,No,No,2,4950712,No,0
Elite View 264,3141,4.0,13,Powai,Unfurnished,4BHK,1,Yes,No,2,3971171,No,0
Sai Chawl,2992,3.0,17,Santacruz East,Furnished,3BHK,4,No,No,3,4121626,No,0
Sai Chawl,3039,4.0,23,Kurla West,Furnished,4BHK,2,Yes,Yes,2,1350117,No,0
Sai Chawl,2137,2.0,4,Sion,Unfurnished,2BHK,4,No,No,2,4230086,No,0
Sai Chawl,3118,3.0,13,Vile Parle West,Furnished,3BHK,2,No,Yes,0,3965602,No,0
Galaxy Apartments 495,2427,4.0,2,Mulund East,Unfurnished,4BHK,3,No,No,1,4702850,Yes,11733
Sai Chawl,2157,3.0,20,Belapur,Unfurnished,3BHK,3,Yes,Yes,0,2163001,No,0
Sunrise Apartments 2,1480,1.0,10,Bandra West,Semi-Furnished,1BHK,1,Yes,Yes,1,1867538,Yes,12802
Harmony Heights 335,1118,4.0,19,Bandra East,Unfurnished,4BHK,3,Yes,Yes,3,3987958,No,0
Sai Chawl,452,3.0,17,Mulund West,Unfurnished,3BHK,3,Yes,Yes,3,2964355,No,0
Sai Chawl,899,4.0,3,Vile Parle East,Unfurnished,4BHK,2,Yes,No,2,3404818,No,0
Galaxy Plaza 345,842,2.0,23,Ghansoli,Unfurnished,2BHK,4,No,No,1,2989778,No,0
Sai Chawl,1225,4.0,12,Goregaon East,Unfurnished,4BHK,1,No,No,0,2447382,No,0
Crystal Apartments 437,2429,3.0,8,Ghatkopar West,Semi-Furnished,3BHK,2,No,No,3,2452272,Yes,19658
Skyline Villa 191,2875,2.0,7,Goregaon East,Semi-Furnished,2BHK,2,Yes,No,1,3890053,Yes,34339
Sai Chawl,2150,1.0,13,Vashi,Unfurnished,1BHK,1,No,Yes,3,2427899,No,0
Oceanic Apartments 66,1710,3.0,19,Goregaon West,Unfurnished,3BHK,3,No,No,0,2739058,Yes,33553
Galaxy Park 457,3199,1.0,18,Mulund West,Unfurnished,1BHK,1,No,Yes,4,3548875,No,0
Harmony Park 416,756,4.0,2,Worli,Unfurnished,4BHK,3,Yes,Yes,1,4224439,No,0
Galaxy Homes 130,1368,2.0,24,Vile Parle West,Furnished,2BHK,1,No,No,2,865780,Yes,33161
Sai Chawl,2922,4.0,9,Belapur,Unfurnished,4BHK,4,No,Yes,1,857182,No,0
Sai Chawl,622,3.0,20,Kandivali West,Furnished,3BHK,3,No,Yes,0,4367612,Yes,12315
Shanti Homes 304,1607,4.0,23,Lower Parel,Semi-Furnished,4BHK,4,Yes,No,2,1932088,No,0
Sai Chawl,2641,4.0,11,Kandivali East,Furnished,4BHK,1,Yes,Yes,1,4903456,No,0
Sai Chawl,1750,3.0,4,Seawoods,Unfurnished,3BHK,3,No,No,2,820196,No,0
Sai Chawl,2457,2.0,12,Borivali East,Furnished,2BHK,4,No,No,2,1647929,Yes,12410
Sai Chawl,1081,1.0,19,Santacruz West,Furnished,1BHK,4,Yes,No,4,1619042,Yes,8629
Sai Chawl,3299,2.0,10,Bandra West,Unfurnished,2BHK,2,Yes,No,3,2556112,No,0
Sai Chawl,1785,1.0,7,Ghatkopar East,Furnished,1BHK,1,Yes,Yes,1,1027233,No,0
Sai Chawl,2440,3.0,14,Sion,Furnished,3BHK,3,Yes,No,3,2836074,No,0
Sai Chawl,1031,2.0,23,Nerul,Unfurnished,2BHK,1,No,Yes,2,3813715,Yes,19600
Green Enclave 354,2102,3.0,1,Vashi,Furnished,3BHK,1,No,No,3,2308214,Yes,14951
Galaxy Plaza 6,3052,1.0,4,Mulund West,Semi-Furnished,1BHK,2,Yes,Yes,4,2430004,No,0
Emerald Park 48,2406,4.0,2,Chembur,Unfurnished,4BHK,2,No,Yes,3,504997,Yes,30387
Oceanic Heights 257,2287,1.0,21,Nerul,Semi-Furnished,1BHK,1,Yes,Yes,3,3542041,Yes,25206
Elite View 264,699,4.0,8,Juhu,Unfurnished,4BHK,3,No,Yes,4,3492923,No,0
Urban Heights 13,1954,3.0,19,Sion,Furnished,3BHK,1,No,No,4,4076963,No,0
Sai Apartments 5,2423,4.0,20,Malad East,Semi-Furnished,4BHK,1,Yes,Yes,4,1549209,Yes,20489
Galaxy Apartments 380,1478,2.0,6,Goregaon West,Furnished,2BHK,1,No,No,2,2262576,No,0
Harmony Apartments 74,1529,1.0,24,Kharghar,Furnished,1BHK,3,No,Yes,3,3740254,Yes,18782
Oceanic Apartments 365,1344,4.0,8,Malad West,Semi-Furnished,4BHK,1,Yes,Yes,0,1118738,Yes,11418
Orchid Homes 157,2056,3.0,11,Kharghar,Unfurnished,3BHK,4,Yes,No,3,4489782,No,0
Sai Chawl,3339,1.0,2,Kandivali West,Semi-Furnished,1BHK,2,Yes,Yes,3,872623,No,0
Sai Chawl,2722,1.0,13,Andheri West,Unfurnished,1BHK,3,No,No,0,4901283,Yes,35065
Lakeview Enclave 90,1747,4.0,16,Santacruz West,Unfurnished,4BHK,4,Yes,No,0,1525775,Yes,33310
Urban Residency 213,3326,2.0,2,Dadar East,Furnished,2BHK,1,No,No,2,4400271,Yes,18921
Metro Palace 9,2258,1.0,8,Nerul,Furnished,1BHK,3,No,Yes,1,3116020,Yes,25309
Sunrise Estate 465,2387,3.0,15,Borivali East,Furnished,3BHK,1,No,Yes,3,1389995,No,0
Sai Chawl,1508,4.0,13,Sion,Furnished,4BHK,3,Yes,Yes,2,2640831,No,0
Emerald Residency 210,430,2.0,2,Bandra East,Furnished,2BHK,2,No,Yes,1,3987324,No,0
Golden Arcade 17,1893,3.0,23,Bandra West,Furnished,3BHK,2,Yes,No,0,4011202,Yes,30153
Lakeview Villa 392,3031,3.0,6,Kandivali East,Furnished,3BHK,2,No,No,2,4300850,No,0
Sai Chawl,2034,4.0,23,Malad West,Unfurnished,4BHK,1,Yes,No,1,4901246,Yes,38414
Sai Chawl,554,4.0,10,Vile Parle East,Semi-Furnished,4BHK,1,No,No,2,628558,Yes,8674
Golden Tower 40,3277,3.0,17,Malad East,Semi-Furnished,3BHK,2,Yes,No,0,1996076,No,0
Sai Chawl,1363,1.0,4,Ghatkopar East,Unfurnished,1BHK,1,Yes,Yes,0,4439316,No,0
Sai Chawl,585,4.0,21,Kandivali West,Furnished,4BHK,4,Yes,No,3,1209601,No,0
Crystal Tower 323,2596,2.0,1,Mulund East,Unfurnished,2BHK,3,Yes,Yes,1,4967327,No,0
Sai Chawl,3280,4.0,24,Chembur,Furnished,4BHK,1,Yes,Yes,4,3673505,Yes,34170
Galaxy Heights 165,2011,1.0,23,Kurla West,Furnished,1BHK,4,Yes,No,4,2406939,No,0
Sai Chawl,3019,1.0,14,Santacruz West,Unfurnished,1BHK,3,Yes,Yes,4,2355845,No,0
Silver Arcade 67,2307,3.0,6,Mulund East,Furnished,3BHK,1,Yes,No,3,4422940,Yes,38081
Galaxy Residency 239,1486,3.0,20,Bandra West,Semi-Furnished,3BHK,4,Yes,Yes,1,2880864,No,0
Emerald Park 48,848,3.0,20,Panvel,Furnished,3BHK,4,No,No,1,3668983,No,0
Emerald Palace 415,1739,4.0,11,Powai,Semi-Furnished,4BHK,3,Yes,No,0,4204061,No,0
Shanti Plaza 378,1557,4.0,13,Goregaon West,Furnished,4BHK,4,No,No,1,4050870,No,0
Sai Chawl,3254,2.0,7,Worli,Furnished,2BHK,2,Yes,No,3,4990329,No,0
Sai Chawl,2584,3.0,15,Andheri West,Unfurnished,3BHK,1,Yes,Yes,3,4155220,No,0
Sunrise Villa 71,1797,2.0,11,Bandra West,Furnished,2BHK,1,Yes,Yes,2,2392673,Yes,25417
Lakeview Park 458,561,2.0,4,Vile Parle East,Unfurnished,2BHK,1,Yes,Yes,3,3433698,No,0
Sai Chawl,608,4.0,3,Vashi,Semi-Furnished,4BHK,1,No,Yes,4,1745295,No,0
Green Enclave 407,2150,2.0,8,Malad West,Unfurnished,2BHK,1,No,Yes,3,559974,No,0
Sai Chawl,3109,4.0,10,Nerul,Furnished,4BHK,4,No,No,4,1861706,No,0
Sai Chawl,2458,3.0,22,Ghansoli,Unfurnished,3BHK,2,Yes,Yes,1,1175992,Yes,14060
Sai Chawl,625,4.0,1,Borivali West,Semi-Furnished,4BHK,1,Yes,Yes,2,3607510,Yes,39610
Sai Chawl,1833,3.0,6,Ghatkopar East,Furnished,3BHK,1,Yes,Yes,1,3702088,Yes,24299
Sapphire View 193,3044,4.0,24,Kurla East,Semi-Furnished,4BHK,3,Yes,No,4,3947194,Yes,16123
Metro Homes 379,1472,3.0,19,Kandivali West,Furnished,3BHK,4,Yes,Yes,1,1733616,No,0
Skyline Plaza 399,1570,2.0,22,Airoli,Semi-Furnished,2BHK,1,Yes,Yes,4,3606475,Yes,14107
Urban Park 293,1613,1.0,19,Kandivali West,Semi-Furnished,1BHK,2,No,Yes,1,896199,No,0
Sapphire Grandeur 158,470,2.0,4,Worli,Furnished,2BHK,2,No,No,4,809861,Yes,17681
Crystal Apartments 437,1853,2.0,12,Ghatkopar East,Semi-Furnished,2BHK,3,No,Yes,4,2426066,No,0
Sunrise Palace 347,2153,1.0,1,Belapur,Unfurnished,1BHK,4,No,Yes,0,4036329,Yes,27547
Golden Palace 163,2470,3.0,4,Andheri West,Furnished,3BHK,3,No,No,1,4954925,Yes,35442
Skyline Estate 429,1491,1.0,12,Goregaon East,Semi-Furnished,1BHK,3,No,Yes,1,3825163,No,0
Skyline Plaza 280,1106,2.0,16,Mulund East,Unfurnished,2BHK,4,Yes,Yes,4,2078936,No,0
Sai Chawl,2706,4.0,6,Worli,Semi-Furnished,4BHK,2,Yes,No,4,1823457,Yes,30336
Elite View 136,3334,2.0,24,Nerul,Unfurnished,2BHK,3,Yes,No,0,4313129,Yes,13973
Golden Estate 132,724,4.0,2,Dadar West,Furnished,4BHK,3,No,Yes,4,2043272,Yes,20600
Sai Chawl,1076,1.0,14,Goregaon East,Semi-Furnished,1BHK,3,No,No,1,3214982,No,0
Oceanic Homes 403,1100,4.0,13,Belapur,Semi-Furnished,4BHK,4,No,No,2,2166994,Yes,15921
Sai Chawl,3170,2.0,3,Powai,Semi-Furnished,2BHK,1,Yes,Yes,3,2061872,Yes,37067
Sai Chawl,1932,3.0,22,Ghatkopar East,Furnished,3BHK,1,Yes,Yes,3,3328321,No,0
Green Arcade 173,1065,1.0,15,Nerul,Furnished,1BHK,4,No,No,0,3835260,Yes,36492
Golden Residency 310,544,1.0,13,Goregaon East,Furnished,1BHK,1,No,No,2,3523494,Yes,29008
Orchid Homes 157,3081,2.0,4,Goregaon East,Semi-Furnished,2BHK,2,No,Yes,3,4882030,No,0
Skyline Villa 191,766,3.0,16,Borivali East,Furnished,3BHK,2,No,Yes,2,718210,Yes,24214
Lakeview Heights 124,2999,1.0,1,Powai,Furnished,1BHK,1,Yes,Yes,0,3789839,Yes,21151
Sai Chawl,2914,1.0,16,Kandivali West,Unfurnished,1BHK,1,No,No,4,3811482,No,0
Golden Palace 148,517,4.0,23,Dadar East,Unfurnished,4BHK,2,Yes,Yes,0,2323110,Yes,16085
Sunrise Park 370,701,1.0,10,Ghansoli,Semi-Furnished,1BHK,1,No,Yes,3,4888833,No,0
Elite Homes 103,586,4.0,11,Panvel,Furnished,4BHK,3,No,Yes,3,4110447,Yes,24790
Sunrise Palace 219,1473,1.0,9,Malad East,Furnished,1BHK,1,No,Yes,2,3424259,Yes,26068
Sai Chawl,607,2.0,11,Worli,Semi-Furnished,2BHK,4,No,Yes,3,4901748,Yes,11913
Metro Grandeur 322,1724,2.0,22,Malad East,Unfurnished,2BHK,3,No,Yes,3,3131706,Yes,18384
Silver Park 179,820,4.0,2,Malad East,Unfurnished,4BHK,4,Yes,No,4,3339232,Yes,32416
Royal Plaza 404,1156,2.0,1,Vashi,Semi-Furnished,2BHK,1,No,No,4,1292192,No,0
Metro Plaza 234,3171,3.0,12,Malad West,Unfurnished,3BHK,4,No,Yes,2,2140037,No,0
Sai Chawl,524,1.0,5,Chembur,Unfurnished,1BHK,1,No,No,4,3438398,No,0
Sapphire Homes 441,819,3.0,18,Juhu,Furnished,3BHK,1,Yes,Yes,1,2994338,Yes,26299
Sai Chawl,2244,1.0,7,Malad East,Unfurnished,1BHK,2,Yes,No,3,3969129,Yes,10220
Metro Residency 476,2988,2.0,3,Borivali East,Unfurnished,2BHK,4,No,No,3,3407303,Yes,24758
Sai Chawl,1054,1.0,9,Ghansoli,Semi-Furnished,1BHK,4,Yes,No,4,4756749,Yes,19100
Royal Plaza 404,3462,4.0,9,Goregaon West,Unfurnished,4BHK,4,No,No,2,2162844,No,0
Metro Enclave 470,1165,2.0,1,Powai,Unfurnished,2BHK,2,Yes,No,3,1854059,No,0
Sai Chawl,1971,1.0,1,Kurla West,Furnished,1BHK,2,Yes,Yes,3,2866399,No,0
Silver Arcade 362,2032,1.0,8,Seawoods,Furnished,1BHK,3,No,No,4,1355344,No,0
Sai Chawl,1399,3.0,4,Ghatkopar West,Furnished,3BHK,2,Yes,No,4,3125112,No,0
Harmony Apartments 460,2026,3.0,12,Nerul,Furnished,3BHK,2,No,No,4,1633496,Yes,18276
Green Arcade 173,893,4.0,24,Juhu,Semi-Furnished,4BHK,1,No,Yes,2,1291590,No,0
Crystal Homes 217,564,3.0,7,Seawoods,Semi-Furnished,3BHK,3,Yes,Yes,1,1375786,Yes,32366
Harmony Grandeur 238,1298,3.0,4,Malad West,Furnished,3BHK,3,Yes,Yes,1,1294397,Yes,12238
Palm Homes 218,3303,2.0,2,Belapur,Furnished,2BHK,3,No,Yes,4,919944,No,0
Sai Chawl,1399,1.0,9,Andheri West,Furnished,1BHK,1,No,No,2,1130379,No,0
Skyline Homes 247,456,3.0,13,Vile Parle East,Unfurnished,3BHK,4,No,Yes,3,4135531,Yes,9215
Sai Chawl,3341,1.0,15,Bandra East,Semi-Furnished,1BHK,4,Yes,Yes,2,4210296,Yes,28296
